"id","input","reference","hypothesis","bleu_score","meteor_score","ter_score","rouge1","rouge2","rougeL","pos_accuracy","ner_accuracy","lemmatization_accuracy","phrase_preservation","num_tokens","avg_token_length","num_stopwords_removed","stopwords_removal_percentage","execution_time","created_at"
"80","The ex-Deportivo la Coruna player has played for Spain 57 times and was also a member of Luis Aragones' triumphant Euro 2008 team.","The one-time Deportivo la Coruna player has represented Spain on 57 occasions and was also part of Luis Aragones' victorious Euro 2008 squad.","The ex-Deportivo la Coruna player has played for Spain 57 times and was also a member of Luis Aragones' triumphant Euro 2008 team.","21.167629242","0.6190338135","43.47826004","0.7083333135","0.3913043439","0.6666666865","68","60","66.66666412353516","20","25","4.7142858505249","11","44","14.92186927795","2025-03-26 17:16:40"
"81","What eye color is the most preferred?","Which eye color is considered the most attractive?","What eye color is the most preferred?","23.875171661","0.6126582026","37.5","0.6666666865","0.4615384638","0.6666666865","66.666664124","0","66.66666412353516","0","8","4.2857141494751","5","62.5","4.51661491394","2025-03-26 17:17:19"
"82","The axis of the antenna is at a right angle to the two lobes that a horizontal dipole emits.","Can you recommend a free online course for Google Adwords that is the best?","The axis of the antenna is at a right angle to the two lobes that a horizontal dipole emits.","2.7076575756","0.137931034","121.42857361","0.2424242496","0","0.1212121248","20","0","26.66666603088379","25","20","3.84210515022278","11","55","15.04071044922","2025-03-26 17:37:29"
"83","One of the world's top capital cities has Mr Johnson with a lot of work to do.","In one of the world's most prominent capital cities, Mr Johnson has a considerable workload.","One of the world's top capital cities has Mr Johnson with a lot of work to do.","12.846189499","0.4528102577","73.333335876","0.6470588446","0.375","0.5882353187","61.111110687","50","61.11111068725586","33.33333206176758","19","3.33333325386047","10","52.6315803527832","8.458468437195","2025-03-26 17:38:00"
"84","Is 40 thousand pounds a good salary in London?","Would a salary of 40 thousand pounds be enough to cover living expenses in London?","Is 40 thousand pounds a good salary in London?","15.491846085","0.4877387285","66.666664124","0.5833333135","0.2727272809","0.4166666567","43.75","50","50","50","10","4.375","5","50","5.692002296448","2025-03-26 17:38:52"
"85","Brought immense joy and love to our entire family and those around us.","Shared so much love and happiness with our family and everyone in our lives.","Brought immense joy and love to our entire family and those around us.","6.9595785141","0.2676258981","78.571426392","0.3703703582","0.0799999982","0.2962962985","30.769229889","0","38.46154022216797","0","14","4.38461542129517","6","42.85714340209961","8.936253547668","2025-03-27 07:39:07"
"86","My 13 year old daughter either wants an iPhone 6s or iPhone 6s Plus. Which one should I get her?","Should I buy my 13-year-old daughter iPhone 6s or iPhone 6s Plus, as she is confused about which one to get?","My 13 year old daughter either wants an iPhone 6s or iPhone 6s Plus. Which one should I get her?","22.080289841","0.5016014576","66.666664124","0.7441860437","0.5365853906","0.6511628032","42.857143402","50","50","50","22","3.73684215545654","12","54.54545593261719","11.24322986603","2025-03-27 07:41:37"
"87","The area is known for its massive reserves of crude oil, and contains both the National Petroleum Reserve–Alaska and the Prudhoe Bay Oil Field.","The territory is celebrated for its massive reserves of unrefined petroleum, including both the National Petroleum Reserve–Alaska and the Prudhoe Bay Oil Field.","The area is known for its massive reserves of crude oil, and contains both the National Petroleum Reserve–Alaska and the Prudhoe Bay Oil Field.","58.8032341","0.7749451995","26.086956024","0.7755101919","0.6382978559","0.7755101919","75","100","80.76923370361328","66.66666412353516","26","4.875","12","46.153846740722656","11.00920391083","2025-03-27 07:42:16"
"88","The new signing's immediate impact in Bayern's midfield is of utmost importance due to their current injury crisis.","Given their current injury crisis, the new signing's immediate impact in Bayern's midfield is especially important for the time being.","The new signing's immediate impact in Bayern's midfield is of utmost importance due to their current injury crisis.","43.45848465","0.6470025778","45","0.7619047761","0.6499999762","0.571428597","63.636363983","100","63.6363639831543","75","21","4.75","9","42.85714340209961","8.419679641724","2025-03-27 07:43:02"
"89","What are the biggest culture shocks people face when coming to China?","What are the most significant cultural disparities that individuals encounter when they visit China?","What are the biggest cultural shocks people face when coming to China?","13.485077858","0.3703703582","57.142856598","0.4615384638","0.1666666716","0.4615384638","46.666667938","100","46.66666793823242","40","13","4.83333349227905","6","46.153846740722656","5.11364364624","2025-03-27 07:43:34"
"90","In India, is it illegal to download movies from torrent sites these days?","Does the act of downloading movies from torrent sites in India constitute a criminal offense currently?","In India, is it illegal to download movies from torrent sites these days?","15.934327126","0.3750884533","81.25","0.4827586114","0.3703703582","0.3448275924","35.294116974","100","35.29411697387695","60","15","4.53846168518066","8","53.33333206176758","5.085288047791","2025-03-27 07:44:14"
"91","What are tips and hacks for new ride-sharing drivers in Brooklyn?","What are some pointers and tricks for inexperienced ride-sharing drivers in Brooklyn?","What are tips and hacks for new ride-sharing drivers in Brooklyn?","35.722812653","0.6302521229","33.333332062","0.7200000286","0.4347825944","0.7200000286","69.230766296","100","73.33333587646484","40","12","4.81818199157715","6","50","5.378316879272","2025-03-27 07:44:53"
"92","The chief Roman contributions to architecture were the arch and the dome.","The Romans' most significant architectural contributions were the arch and the dome.","The chief Roman contributions to architecture were the arch and the dome.","50.087184906","0.7170782089","41.666667938","0.8333333135","0.4545454681","0.75","61.538459778","0","61.53845977783203","66.66666412353516","13","5.08333349227905","7","53.846153259277344","5.008573532104","2025-03-27 07:45:58"
"93","What inspired the plot of Ship of Theseus?","What influenced the development of the storyline in Ship of Theseus?","What inspired the plot of Ship of Theseus?","24.598127365","0.4776739478","45.454544067","0.6315789223","0.2352941185","0.6315789223","60","100","60","60","9","4.25","5","55.55555725097656","4.741389274597","2025-03-27 07:46:39"
"94","Entrepreneurship based on necessity is prompted by survival needs, while entrepreneurship based on opportunity is motivated by achievement-oriented goals.","Necessity-driven entrepreneurship is motivated by survival needs, while opportunity-driven entrepreneurship is motivated by achievement-oriented goals.","Entrepreneurship based on necessity is prompted by survival needs, while entrepreneurship based on opportunity is motivated by achievement-oriented goals.","41.090801239","0.7510371804","60","0.7894737124","0.4444444478","0.6842105389","84.615386963","0","87.5","50","21","7","9","42.85714340209961","18.42871665955","2025-03-27 07:47:36"
"95","He was musically trained at the academy of art in Zurich, where he and others also learned how to use the computer for composing music.","He was musically trained at the Academy of Art in Zurich, where he and others also learned to use the computer for composing music.","He was musically trained at the Academy of Art in Zurich, where he and others also learned how to use the computer for composing music.","89.85395813","0.9955624938","4.1666665077","0.9795918465","0.9361702204","0.9795918465","100","100","100","100","27","4.3600001335144","15","55.55555725097656","10.38495063782","2025-03-27 07:48:21"
"96","The Ziesel was developed for outdoor action and can be used all year round on almost all surfaces - conquering snow, sand, stone, mud, grass and more.","The Ziesel was engineered for outdoor pursuits and is capable of traversing a wide range of surfaces in any season, including snow, sand, stone, mud, grass, and other types.","The Ziesel was developed for outdoor action and can be used all year round on almost all surfaces - conquering snow, sand, stone, mud, grass and more.","28.58788681","0.390625","62.068965912","0.4727272689","0.301886797","0.4727272689","44.827587128","100","48.27586364746094","45.45454406738281","32","4.53846168518066","17","53.125","17.31261444092","2025-03-27 07:49:12"
"97","Mathematical statistics owes a great deal to Von Neumann's contributions.","Mathematical statistics was significantly advanced by Von Neumann's contributions.","Mathematical statistics owes a great deal to Von Neumann's contributions.","27.901594162","0.5318681598","55.555557251","0.571428597","0.4210526347","0.571428597","63.636363983","100","63.6363639831543","100","12","5.63636350631714","4","33.33333206176758","7.696813583374","2025-03-27 07:49:34"
"98","The 20th century saw a close connection between the history of ecology and environmentalism, with the Gaia hypothesis and the emergence of Deep Ecology serving as key factors in their convergence.","The history of ecology and environmentalism in the 20th century are closely connected, with the Gaia hypothesis and the scientific-religious movement of Deep Ecology serving as significant factors in their convergence.","The 20th century saw a close connection between the history of ecology and environmentalism, with the Gaia hypothesis and the emergence of Deep Ecology serving as key factors in their convergence.","51.514209747","0.7598566413","38.70967865","0.8253968358","0.6557376981","0.6666666865","75","50","73.33333587646484","77.77777862548828","33","5.22580623626709","16","48.48484802246094","15.13071537018","2025-03-27 07:50:46"
